"hero","mini1","mini2","mini3","mini4","mini5","classes","sum","deck_cost","is_available","score"
"战争机器","villager","hog rider","healing ranger","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist4",10,23,FALSE,16
"natureborn","villager","hog rider","ice wizard","fishman","sailor","clan2,mage2,rider2,sea2,specialist2",10,18,FALSE,14
"natureborn","villager","hog rider","ice wizard","mega knight","dark prince","clan2,mage2,rider2,royal2,specialist2",10,20,FALSE,14.1
"natureborn","villager","hog rider","ice wizard","dark prince","皇家幽灵","clan2,mage2,rider2,royal2,specialist2",10,20,FALSE,15.8
"natureborn","villager","hog rider","ice wizard","dark prince","公主","clan2,mage2,rider2,royal2,specialist2",10,21,FALSE,15.8
"natureborn","villager","hog rider","ice wizard","sailor","鲨网猎手","clan2,mage2,rider2,sea2,specialist2",10,19,FALSE,14.2
"countess","villager","hog rider","fishman","幻术大师","sailor","clan2,rider2,rogue2,sea2,specialist2",10,18,FALSE,13.6
"natureborn","villager","hog rider","fishman","electro wizard","sailor","clan2,mage2,rider2,sea2,specialist2",10,20,FALSE,14.1
"sheld maiden","villager","hog rider","fishman","sailor","战斗拳手","clan2,rider2,saint2,sea2,specialist2",10,21,FALSE,14.1
"natureborn","villager","hog rider","fishman","sailor","风暴法师","clan2,mage2,rider2,sea2,specialist2",10,19,FALSE,14.2
"natureborn","villager","hog rider","fishman","sailor","狱塔护法","clan2,mage2,rider2,sea2,specialist2",10,21,FALSE,14.2
"archer queen","villager","hog rider","fishman","sailor","飞斧屠夫","clan2,ranger2,rider2,sea2,specialist2",10,21,FALSE,14
"skeleton king","villager","hog rider","PEKKA","dark prince","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,22,FALSE,14.2
"archer queen","villager","hog rider","PEKKA","dark prince","公主","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,14
"countess","villager","hog rider","幻术大师","mega knight","dark prince","clan2,rider2,rogue2,royal2,specialist2",10,20,FALSE,13.7
"archer queen","villager","hog rider","幻术大师","magic archer","dark prince","clan2,ranger2,rider2,rogue2,specialist2",10,20,FALSE,15.2
"royal champion","villager","hog rider","幻术大师","magic archer","dark prince","clan2,rider2,rogue2,royal2,specialist2",10,20,FALSE,15.4
"archer queen","villager","hog rider","幻术大师","magic archer","sailor","clan2,ranger2,rider2,rogue2,specialist2",10,19,FALSE,15.2
"wave master","villager","hog rider","幻术大师","magic archer","sailor","clan2,rider2,rogue2,sea2,specialist2",10,19,FALSE,15.3
"royal champion","villager","hog rider","幻术大师","magic archer","公主","clan2,ranger2,rogue2,royal2,specialist2",10,21,FALSE,15.6
"natureborn","villager","hog rider","幻术大师","magic archer","飞斧屠夫","clan2,ranger2,rogue2,specialist4",10,21,FALSE,17.2
"monk","villager","hog rider","幻术大师","magic archer","飞斧屠夫","clan2,ranger2,rogue2,specialist4",10,21,FALSE,15.7
"战争机器","villager","hog rider","幻术大师","magic archer","飞斧屠夫","clan2,ranger2,rogue2,specialist4",10,21,FALSE,15.8
"royal champion","villager","hog rider","幻术大师","bandit","dark prince","clan2,rider2,rogue2,royal2,specialist2",10,20,FALSE,13.9
"wave master","villager","hog rider","幻术大师","bandit","sailor","clan2,rider2,rogue2,sea2,specialist2",10,19,FALSE,13.8
"countess","villager","hog rider","幻术大师","dark prince","皇家幽灵","clan2,rider2,rogue2,royal2,specialist2",10,20,FALSE,15.4
"skeleton king","villager","hog rider","幻术大师","dark prince","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,20,FALSE,15.6
"archer queen","villager","hog rider","幻术大师","dark prince","公主","clan2,ranger2,rider2,royal2,specialist2",10,21,FALSE,15.4
"countess","villager","hog rider","幻术大师","dark prince","公主","clan2,rider2,rogue2,royal2,specialist2",10,21,FALSE,15.4
"royal champion","villager","hog rider","幻术大师","dark prince","英雄猎手","clan2,rider2,rogue2,royal2,specialist2",10,19,FALSE,14
"countess","villager","hog rider","幻术大师","sailor","鲨网猎手","clan2,rider2,rogue2,sea2,specialist2",10,19,FALSE,13.8
"wave master","villager","hog rider","幻术大师","sailor","英雄猎手","clan2,rider2,rogue2,sea2,specialist2",10,18,FALSE,13.9
"natureborn","villager","hog rider","骨犬","dark prince","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,21,FALSE,15.8
"monk","villager","hog rider","骨犬","dark prince","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,21,FALSE,14.3
"战争机器","villager","hog rider","骨犬","dark prince","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,21,FALSE,14.4
"barbarian king","villager","hog rider","witch","dark prince","皇家幽灵","clan4,rider2,royal2,undead2",10,21,FALSE,15.5
"natureborn","villager","hog rider","witch","dark prince","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,21,FALSE,17.4
"monk","villager","hog rider","witch","dark prince","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,21,FALSE,15.9
"战争机器","villager","hog rider","witch","dark prince","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,21,FALSE,16
"natureborn","villager","hog rider","mega knight","electro wizard","dark prince","clan2,mage2,rider2,royal2,specialist2",10,22,FALSE,14.2
"sheld maiden","villager","hog rider","mega knight","dark prince","战斗拳手","clan2,rider2,royal2,saint2,specialist2",10,23,FALSE,14.200000000000001
"natureborn","villager","hog rider","mega knight","dark prince","风暴法师","clan2,mage2,rider2,royal2,specialist2",10,21,FALSE,14.3
"natureborn","villager","hog rider","mega knight","dark prince","狱塔护法","clan2,mage2,rider2,royal2,specialist2",10,23,FALSE,14.3
"archer queen","villager","hog rider","mega knight","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,14.1
"countess","villager","hog rider","magic archer","dark prince","公主","clan2,ranger2,rider2,rogue2,royal2",10,23,FALSE,15.6
"natureborn","villager","hog rider","magic archer","dark prince","公主","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,17.4
"monk","villager","hog rider","magic archer","dark prince","公主","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,15.9
"战争机器","villager","hog rider","magic archer","dark prince","公主","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,16
"countess","villager","hog rider","magic archer","dark prince","飞斧屠夫","clan2,ranger2,rider2,rogue2,specialist2",10,23,FALSE,15.6
"royal champion","villager","hog rider","magic archer","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,15.8
"countess","villager","hog rider","magic archer","sailor","飞斧屠夫","clan2,ranger2,rider2,rogue2,specialist2",10,22,FALSE,15.6
"wave master","villager","hog rider","magic archer","sailor","飞斧屠夫","clan2,ranger2,rider2,sea2,specialist2",10,22,FALSE,15.700000000000001
"natureborn","villager","hog rider","electro wizard","dark prince","皇家幽灵","clan2,mage2,rider2,royal2,specialist2",10,22,FALSE,15.9
"natureborn","villager","hog rider","electro wizard","dark prince","公主","clan2,mage2,rider2,royal2,specialist2",10,23,FALSE,15.9
"natureborn","villager","hog rider","electro wizard","sailor","鲨网猎手","clan2,mage2,rider2,sea2,specialist2",10,21,FALSE,14.3
"sheld maiden","villager","hog rider","dark prince","皇家幽灵","战斗拳手","clan2,rider2,royal2,saint2,specialist2",10,23,FALSE,15.9
"skeleton king","villager","hog rider","dark prince","皇家幽灵","战斗拳手","clan2,rider2,royal2,specialist2,undead2",10,23,FALSE,16
"natureborn","villager","hog rider","dark prince","皇家幽灵","风暴法师","clan2,mage2,rider2,royal2,specialist2",10,21,FALSE,16
"natureborn","villager","hog rider","dark prince","皇家幽灵","狱塔护法","clan2,mage2,rider2,royal2,specialist2",10,23,FALSE,16
"archer queen","villager","hog rider","dark prince","皇家幽灵","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,15.8
"skeleton king","villager","hog rider","dark prince","皇家幽灵","飞斧屠夫","clan2,rider2,royal2,specialist2,undead2",10,23,FALSE,16
"skeleton king","villager","hog rider","dark prince","皇家幽灵","扫地小僧","clan2,rider2,royal2,specialist2,undead2",10,21,FALSE,14.4
"archer queen","villager","hog rider","dark prince","公主","战斗拳手","clan2,ranger2,rider2,royal2,specialist2",10,24,FALSE,15.8
"sheld maiden","villager","hog rider","dark prince","公主","战斗拳手","clan2,rider2,royal2,saint2,specialist2",10,24,FALSE,15.9
"natureborn","villager","hog rider","dark prince","公主","风暴法师","clan2,mage2,rider2,royal2,specialist2",10,22,FALSE,16
"natureborn","villager","hog rider","dark prince","公主","狱塔护法","clan2,mage2,rider2,royal2,specialist2",10,24,FALSE,16
"barbarian king","villager","hog rider","dark prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,24,FALSE,15.700000000000001
"archer queen","villager","hog rider","dark prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,24,FALSE,15.8
"royal champion","villager","hog rider","dark prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,24,FALSE,16
"natureborn","villager","hog rider","dark prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,24,FALSE,17.6
"monk","villager","hog rider","dark prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,24,FALSE,16.1
"战争机器","villager","hog rider","dark prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,24,FALSE,16.2
"archer queen","villager","hog rider","dark prince","公主","扫地小僧","clan2,ranger2,rider2,royal2,specialist2",10,22,FALSE,14.200000000000001
"wave master","villager","hog rider","sailor","公主","飞斧屠夫","clan2,ranger2,rider2,sea2,specialist2",10,23,FALSE,15.9
"royal champion","villager","hog rider","sailor","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,16
"sheld maiden","villager","hog rider","sailor","战斗拳手","鲨网猎手","clan2,rider2,saint2,sea2,specialist2",10,22,FALSE,14.3
"natureborn","villager","hog rider","sailor","鲨网猎手","风暴法师","clan2,mage2,rider2,sea2,specialist2",10,20,FALSE,14.4
"natureborn","villager","hog rider","sailor","鲨网猎手","狱塔护法","clan2,mage2,rider2,sea2,specialist2",10,22,FALSE,14.4
"archer queen","villager","hog rider","sailor","鲨网猎手","飞斧屠夫","clan2,ranger2,rider2,sea2,specialist2",10,22,FALSE,14.200000000000001
"skeleton king","villager","hog rider","皇家幽灵","公主","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,24,FALSE,16.2
"natureborn","villager","valkyrie","prince","ice wizard","dark prince","clan2,mage2,rider2,royal2,specialist2",10,20,FALSE,14.2
"countess","villager","valkyrie","prince","幻术大师","dark prince","clan2,rider2,rogue2,royal2,specialist2",10,20,FALSE,13.799999999999999
"natureborn","villager","valkyrie","prince","electro wizard","dark prince","clan2,mage2,rider2,royal2,specialist2",10,22,FALSE,14.3
"sheld maiden","villager","valkyrie","prince","dark prince","战斗拳手","clan2,rider2,royal2,saint2,specialist2",10,23,FALSE,14.3
"natureborn","villager","valkyrie","prince","dark prince","风暴法师","clan2,mage2,rider2,royal2,specialist2",10,21,FALSE,14.4
"natureborn","villager","valkyrie","prince","dark prince","狱塔护法","clan2,mage2,rider2,royal2,specialist2",10,23,FALSE,14.4
"archer queen","villager","valkyrie","prince","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,14.2
"sheld maiden","villager","valkyrie","healing ranger","幻术大师","magic archer","clan2,ranger2,rogue2,saint2,specialist2",10,19,FALSE,13.9
"countess","villager","valkyrie","healing ranger","magic archer","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,22,FALSE,14.2
"royal champion","villager","valkyrie","healing ranger","公主","战斗拳手","clan2,ranger2,royal2,saint2,specialist2",10,23,FALSE,14.6
"natureborn","villager","valkyrie","healing ranger","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist4",10,23,FALSE,16.2
"monk","villager","valkyrie","healing ranger","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist4",10,23,FALSE,14.7
"战争机器","villager","valkyrie","healing ranger","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist4",10,23,FALSE,14.8
"royal champion","villager","valkyrie","幻术大师","magic archer","公主","clan2,ranger2,rogue2,royal2,specialist2",10,21,FALSE,14.4
"natureborn","villager","valkyrie","幻术大师","magic archer","飞斧屠夫","clan2,ranger2,rogue2,specialist4",10,21,FALSE,16
"monk","villager","valkyrie","幻术大师","magic archer","飞斧屠夫","clan2,ranger2,rogue2,specialist4",10,21,FALSE,14.5
"战争机器","villager","valkyrie","幻术大师","magic archer","飞斧屠夫","clan2,ranger2,rogue2,specialist4",10,21,FALSE,14.6
"skeleton king","villager","valkyrie","皇家幽灵","公主","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,24,FALSE,15
"barbarian king","villager","prince","dart golbin","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,15.5
"barbarian king","villager","prince","healing ranger","dark prince","战斗拳手","clan2,rider2,royal2,saint2,specialist2",10,23,FALSE,15.5
"archer queen","villager","prince","healing ranger","dark prince","战斗拳手","ranger2,rider2,royal2,saint2,specialist2",10,23,FALSE,15.6
"barbarian king","villager","prince","healing ranger","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,15.5
"sheld maiden","villager","prince","healing ranger","dark prince","飞斧屠夫","ranger2,rider2,royal2,saint2,specialist2",10,23,FALSE,15.7
"barbarian king","villager","prince","healing ranger","公主","战斗拳手","clan2,ranger2,royal2,saint2,specialist2",10,24,FALSE,15.7
"natureborn","villager","prince","ice wizard","giant","dark prince","clan2,mage2,rider2,royal2,specialist2",10,21,FALSE,14.3
"natureborn","villager","prince","ice wizard","witch","dark prince","clan2,mage2,rider2,royal2,specialist2",10,20,FALSE,15.8
"natureborn","villager","prince","ice wizard","witch","皇家幽灵","clan2,mage2,royal2,specialist2,undead2",10,20,FALSE,16
"skeleton king","villager","prince","PEKKA","witch","dark prince","clan2,rider2,royal2,specialist2,undead2",10,22,FALSE,14.2
"countess","villager","prince","幻术大师","giant","dark prince","clan2,rider2,rogue2,royal2,specialist2",10,21,FALSE,13.9
"countess","villager","prince","幻术大师","witch","dark prince","clan2,rider2,rogue2,royal2,specialist2",10,20,FALSE,15.4
"skeleton king","villager","prince","幻术大师","witch","dark prince","clan2,rider2,royal2,specialist2,undead2",10,20,FALSE,15.6
"countess","villager","prince","幻术大师","witch","皇家幽灵","clan2,rogue2,royal2,specialist2,undead2",10,20,FALSE,15.6
"barbarian king","villager","prince","幻术大师","magic archer","dark prince","clan2,rider2,rogue2,royal2,specialist2",10,21,FALSE,15.3
"archer queen","villager","prince","幻术大师","magic archer","dark prince","ranger2,rider2,rogue2,royal2,specialist2",10,21,FALSE,15.4
"barbarian king","villager","prince","幻术大师","magic archer","公主","clan2,ranger2,rogue2,royal2,specialist2",10,22,FALSE,15.5
"barbarian king","villager","prince","幻术大师","bandit","dark prince","clan2,rider2,rogue2,royal2,specialist2",10,21,FALSE,13.8
"barbarian king","villager","prince","幻术大师","dark prince","英雄猎手","clan2,rider2,rogue2,royal2,specialist2",10,20,FALSE,13.9
"natureborn","villager","prince","骨犬","witch","dark prince","clan2,rider2,royal2,specialist2,undead2",10,21,FALSE,15.8
"monk","villager","prince","骨犬","witch","dark prince","clan2,rider2,royal2,specialist2,undead2",10,21,FALSE,14.3
"战争机器","villager","prince","骨犬","witch","dark prince","clan2,rider2,royal2,specialist2,undead2",10,21,FALSE,14.4
"natureborn","villager","prince","giant","electro wizard","dark prince","clan2,mage2,rider2,royal2,specialist2",10,23,FALSE,14.4
"sheld maiden","villager","prince","giant","dark prince","战斗拳手","clan2,rider2,royal2,saint2,specialist2",10,24,FALSE,14.4
"natureborn","villager","prince","giant","dark prince","风暴法师","clan2,mage2,rider2,royal2,specialist2",10,22,FALSE,14.5
"natureborn","villager","prince","giant","dark prince","狱塔护法","clan2,mage2,rider2,royal2,specialist2",10,24,FALSE,14.5
"archer queen","villager","prince","giant","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,24,FALSE,14.3
"natureborn","villager","prince","witch","electro wizard","dark prince","clan2,mage2,rider2,royal2,specialist2",10,22,FALSE,15.9
"natureborn","villager","prince","witch","electro wizard","皇家幽灵","clan2,mage2,royal2,specialist2,undead2",10,22,FALSE,16.1
"royal champion","villager","prince","witch","dark prince","皇家幽灵","clan2,rider2,royal4,undead2",10,22,FALSE,16
"natureborn","villager","prince","witch","dark prince","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,22,FALSE,17.6
"monk","villager","prince","witch","dark prince","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,22,FALSE,16.1
"战争机器","villager","prince","witch","dark prince","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,22,FALSE,16.2
"sheld maiden","villager","prince","witch","dark prince","战斗拳手","clan2,rider2,royal2,saint2,specialist2",10,23,FALSE,15.9
"skeleton king","villager","prince","witch","dark prince","战斗拳手","clan2,rider2,royal2,specialist2,undead2",10,23,FALSE,16
"natureborn","villager","prince","witch","dark prince","风暴法师","clan2,mage2,rider2,royal2,specialist2",10,21,FALSE,16
"natureborn","villager","prince","witch","dark prince","狱塔护法","clan2,mage2,rider2,royal2,specialist2",10,23,FALSE,16
"archer queen","villager","prince","witch","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,15.8
"skeleton king","villager","prince","witch","dark prince","飞斧屠夫","clan2,rider2,royal2,specialist2,undead2",10,23,FALSE,16
"skeleton king","villager","prince","witch","dark prince","扫地小僧","clan2,rider2,royal2,specialist2,undead2",10,21,FALSE,14.4
"wave master","villager","prince","witch","sailor","皇家幽灵","clan2,rider2,royal2,sea2,undead2",10,21,FALSE,15.9
"natureborn","villager","prince","witch","sailor","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,21,FALSE,17.6
"monk","villager","prince","witch","sailor","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,21,FALSE,16.1
"战争机器","villager","prince","witch","sailor","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,21,FALSE,16.2
"sheld maiden","villager","prince","witch","皇家幽灵","战斗拳手","clan2,royal2,saint2,specialist2,undead2",10,23,FALSE,16.1
"natureborn","villager","prince","witch","皇家幽灵","风暴法师","clan2,mage2,royal2,specialist2,undead2",10,21,FALSE,16.2
"natureborn","villager","prince","witch","皇家幽灵","狱塔护法","clan2,mage2,royal2,specialist2,undead2",10,23,FALSE,16.2
"archer queen","villager","prince","witch","皇家幽灵","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,23,FALSE,16
"skeleton king","villager","prince","witch","公主","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,24,FALSE,16.2
"barbarian king","villager","prince","magic archer","dark prince","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,24,FALSE,15.7
"countess","villager","prince","magic archer","dark prince","飞斧屠夫","ranger2,rider2,rogue2,royal2,specialist2",10,24,FALSE,15.8
"barbarian king","villager","prince","dark prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,25,FALSE,15.9
"royal champion","villager","prince","dark prince","公主","飞斧屠夫","ranger2,rider2,royal4,specialist2",10,25,FALSE,16.2
"barbarian king","villager","prince","sailor","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,24,FALSE,15.9
"wave master","villager","prince","sailor","公主","飞斧屠夫","ranger2,rider2,royal2,sea2,specialist2",10,24,FALSE,16.1
"skeleton king","villager","dart golbin","healing ranger","witch","战斗拳手","clan2,ranger2,saint2,specialist2,undead2",10,21,FALSE,15.8
"skeleton king","villager","dart golbin","幻术大师","witch","magic archer","clan2,ranger2,rogue2,specialist2,undead2",10,19,FALSE,15.6
"natureborn","villager","dart golbin","witch","皇家幽灵","公主","clan2,ranger2,royal2,specialist2,undead2",10,22,FALSE,17.8
"monk","villager","dart golbin","witch","皇家幽灵","公主","clan2,ranger2,royal2,specialist2,undead2",10,22,FALSE,16.3
"战争机器","villager","dart golbin","witch","皇家幽灵","公主","clan2,ranger2,royal2,specialist2,undead2",10,22,FALSE,16.4
"royal champion","villager","dart golbin","witch","皇家幽灵","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,22,FALSE,16.2
"natureborn","villager","healing ranger","ice wizard","战斗拳手","飞斧屠夫","mage2,ranger2,saint2,specialist4",10,22,FALSE,16.2
"barbarian king","villager","healing ranger","PEKKA","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist4",10,24,FALSE,14.3
"sheld maiden","villager","healing ranger","幻术大师","giant","magic archer","clan2,ranger2,rogue2,saint2,specialist2",10,20,FALSE,14
"sheld maiden","villager","healing ranger","幻术大师","witch","magic archer","clan2,ranger2,rogue2,saint2,specialist2",10,19,FALSE,15.5
"skeleton king","villager","healing ranger","幻术大师","witch","magic archer","clan2,ranger2,rogue2,specialist2,undead2",10,19,FALSE,15.6
"barbarian king","villager","healing ranger","幻术大师","magic archer","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,21,FALSE,15.5
"natureborn","villager","healing ranger","幻术大师","magic archer","战斗拳手","ranger2,rogue2,saint2,specialist4",10,21,FALSE,17.4
"monk","villager","healing ranger","幻术大师","magic archer","战斗拳手","ranger2,rogue2,saint2,specialist4",10,21,FALSE,15.9
"战争机器","villager","healing ranger","幻术大师","magic archer","战斗拳手","ranger2,rogue2,saint2,specialist4",10,21,FALSE,16
"barbarian king","villager","healing ranger","幻术大师","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist4",10,22,FALSE,15.7
"countess","villager","healing ranger","幻术大师","战斗拳手","飞斧屠夫","ranger2,rogue2,saint2,specialist4",10,22,FALSE,15.8
"archer queen","villager","healing ranger","骨犬","witch","战斗拳手","clan2,ranger2,saint2,specialist2,undead2",10,21,FALSE,14.2
"sheld maiden","villager","healing ranger","骨犬","witch","飞斧屠夫","clan2,ranger2,saint2,specialist2,undead2",10,21,FALSE,14.3
"countess","villager","healing ranger","giant","magic archer","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,23,FALSE,14.3
"royal champion","villager","healing ranger","giant","公主","战斗拳手","clan2,ranger2,royal2,saint2,specialist2",10,24,FALSE,14.7
"natureborn","villager","healing ranger","giant","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist4",10,24,FALSE,16.3
"monk","villager","healing ranger","giant","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist4",10,24,FALSE,14.8
"战争机器","villager","healing ranger","giant","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist4",10,24,FALSE,14.9
"countess","villager","healing ranger","witch","magic archer","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,22,FALSE,15.8
"skeleton king","villager","healing ranger","witch","magic archer","战斗拳手","clan2,ranger2,saint2,specialist2,undead2",10,22,FALSE,16
"sheld maiden","villager","healing ranger","witch","皇家幽灵","公主","clan2,ranger2,royal2,saint2,undead2",10,22,FALSE,16.1
"natureborn","villager","healing ranger","witch","皇家幽灵","公主","clan2,ranger2,royal2,specialist2,undead2",10,22,FALSE,17.8
"monk","villager","healing ranger","witch","皇家幽灵","公主","clan2,ranger2,royal2,specialist2,undead2",10,22,FALSE,16.3
"战争机器","villager","healing ranger","witch","皇家幽灵","公主","clan2,ranger2,royal2,specialist2,undead2",10,22,FALSE,16.4
"archer queen","villager","healing ranger","witch","皇家幽灵","战斗拳手","clan2,ranger2,saint2,specialist2,undead2",10,22,FALSE,16
"royal champion","villager","healing ranger","witch","皇家幽灵","战斗拳手","clan2,royal2,saint2,specialist2,undead2",10,22,FALSE,16.2
"sheld maiden","villager","healing ranger","witch","皇家幽灵","飞斧屠夫","clan2,ranger2,saint2,specialist2,undead2",10,22,FALSE,16.1
"royal champion","villager","healing ranger","witch","皇家幽灵","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,22,FALSE,16.2
"skeleton king","villager","healing ranger","witch","公主","战斗拳手","clan2,ranger2,saint2,specialist2,undead2",10,23,FALSE,16.2
"royal champion","villager","healing ranger","witch","公主","战斗拳手","clan2,ranger2,royal2,saint2,specialist2",10,23,FALSE,16.2
"skeleton king","villager","healing ranger","witch","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist2,undead2",10,23,FALSE,16.2
"natureborn","villager","healing ranger","witch","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist4",10,23,FALSE,17.8
"monk","villager","healing ranger","witch","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist4",10,23,FALSE,16.3
"战争机器","villager","healing ranger","witch","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist4",10,23,FALSE,16.4
"barbarian king","villager","healing ranger","mega knight","公主","战斗拳手","clan2,ranger2,royal2,saint2,specialist2",10,24,FALSE,14.4
"barbarian king","villager","healing ranger","magic archer","bandit","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,23,FALSE,14.2
"barbarian king","villager","healing ranger","magic archer","战斗拳手","英雄猎手","clan2,ranger2,rogue2,saint2,specialist2",10,22,FALSE,14.3
"natureborn","villager","healing ranger","electro wizard","战斗拳手","飞斧屠夫","mage2,ranger2,saint2,specialist4",10,24,FALSE,16.3
"barbarian king","villager","healing ranger","dark prince","公主","战斗拳手","clan2,ranger2,royal2,saint2,specialist2",10,24,FALSE,15.9
"barbarian king","villager","healing ranger","皇家幽灵","公主","战斗拳手","clan2,ranger2,royal2,saint2,specialist2",10,24,FALSE,16.1
"skeleton king","villager","healing ranger","皇家幽灵","公主","战斗拳手","ranger2,royal2,saint2,specialist2,undead2",10,24,FALSE,16.4
"natureborn","villager","healing ranger","战斗拳手","风暴法师","飞斧屠夫","mage2,ranger2,saint2,specialist4",10,23,FALSE,16.4
"natureborn","villager","healing ranger","战斗拳手","狱塔护法","飞斧屠夫","mage2,ranger2,saint2,specialist4",10,25,FALSE,16.4
"barbarian king","villager","healing ranger","战斗拳手","飞斧屠夫","扫地小僧","clan2,ranger2,saint2,specialist4",10,23,FALSE,14.5
"natureborn","villager","ice wizard","幻术大师","magic archer","飞斧屠夫","mage2,ranger2,rogue2,specialist4",10,20,FALSE,16
"natureborn","villager","ice wizard","witch","mega knight","皇家幽灵","clan2,mage2,royal2,specialist2,undead2",10,20,FALSE,14.7
"natureborn","villager","ice wizard","witch","dark prince","皇家幽灵","clan2,mage2,royal2,specialist2,undead2",10,20,FALSE,16.2
"natureborn","villager","ice wizard","witch","皇家幽灵","公主","clan2,mage2,royal2,specialist2,undead2",10,21,FALSE,16.4
"barbarian king","villager","PEKKA","幻术大师","magic archer","飞斧屠夫","clan2,ranger2,rogue2,specialist4",10,22,FALSE,14.1
"archer queen","villager","PEKKA","witch","皇家幽灵","公主","clan2,ranger2,royal2,specialist2,undead2",10,23,FALSE,14.6
"archer queen","villager","幻术大师","骨犬","witch","magic archer","clan2,ranger2,rogue2,specialist2,undead2",10,19,FALSE,14
"royal champion","villager","幻术大师","giant","magic archer","公主","clan2,ranger2,rogue2,royal2,specialist2",10,22,FALSE,14.5
"natureborn","villager","幻术大师","giant","magic archer","飞斧屠夫","clan2,ranger2,rogue2,specialist4",10,22,FALSE,16.1
"monk","villager","幻术大师","giant","magic archer","飞斧屠夫","clan2,ranger2,rogue2,specialist4",10,22,FALSE,14.6
"战争机器","villager","幻术大师","giant","magic archer","飞斧屠夫","clan2,ranger2,rogue2,specialist4",10,22,FALSE,14.7
"countess","villager","幻术大师","witch","mega knight","皇家幽灵","clan2,rogue2,royal2,specialist2,undead2",10,20,FALSE,14.3
"archer queen","villager","幻术大师","witch","magic archer","皇家幽灵","clan2,ranger2,rogue2,specialist2,undead2",10,20,FALSE,15.8
